"ncm;nves;nves_nm;pais_origem;fob_kg_minimo_dolar_truncado;fob_kg_maximo_dolar_truncado;fob_kg_media_dolar_truncado;fob_kg_mediana_dolar_truncado;fob_kg_desvio_padrao_dolar_truncado;fob_kg_quartil1_truncado;fob_kg_quartil3_truncado;fob_ume_minimo_dolar_truncado;fob_ume_maximo_dolar_truncado;fob_ume_media_dolar_truncado;fob_ume_mediana_dolar_truncado;fob_ume_desvio_padrao_dolar_truncado;fob_ume_quartil1_truncado;fob_ume_quartil3_truncado;vmle_soma_dolar_truncado;peso_liq_soma_truncado;qtd_ume_soma_truncado;frete_minimo_dolar_truncado;frete_media_dolar_truncado;frete_mediana_dolar_truncado;frete_maximo_dolar_truncado;frete_desvio_padrao_dolar_truncado;seguro_minimo_dolar_truncado;seguro_media_dolar_truncado;seguro_mediana_dolar_truncado;seguro_maximo_dolar_truncado;seguro_desvio_padrao_dolar_truncado;ume"
"7104000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.79;1.12;0.986;1.02;0.107;0.942;1.04;0.79;1.12;0.986;1.02;0.107;0.942;1.04;147000.0;151000.0;151000.0;930.0;1960.0;2000.0;2800.0;708.0;0.0;35.6;10.5;110.0;51.1;Quilograma"
"7108000;S/NVE;S/NVE;BELGICA;0.762;1.9;1.3;1.15;0.362;1.06;1.5;0.762;1.9;1.3;1.15;0.362;1.06;1.5;98700.0;74400.0;74400.0;16.5;143.0;120.0;379.0;106.0;0.0;13.1;0.0;42.7;17.9;Quilograma"
"7108000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.773;1.51;1.08;1.09;0.228;0.875;1.26;0.773;1.51;1.08;1.09;0.228;0.875;1.26;584000.0;529000.0;529000.0;393.0;2080.0;2020.0;4220.0;718.0;0.0;30.5;4.8;110.0;45.4;Quilograma"
"7108000;S/NVE;S/NVE;ESPANHA;1.14;3.53;1.77;1.48;0.815;1.34;1.78;1.14;3.53;1.77;1.48;0.815;1.34;1.78;203000.0;98200.0;98200.0;163.0;959.0;366.0;3910.0;1330.0;0.81;28.9;15.4;117.0;39.6;Quilograma"
"7115100;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.771;2.29;1.33;1.33;0.358;1.04;1.44;0.771;2.29;1.33;1.33;0.358;1.04;1.44;940000.0;689000.0;689000.0;650.0;2890.0;2500.0;8770.0;1690.0;0.0;11.7;0.0;109.0;28.7;Quilograma"
"7119000;S/NVE;S/NVE;ITALIA;0.734;0.845;0.807;0.824;0.0505;0.792;0.839;0.734;0.845;0.807;0.824;0.0505;0.792;0.839;65600.0;81500.0;81500.0;271.0;395.0;330.0;649.0;173.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7119000;S/NVE;S/NVE;MARROCOS;2.01;3.16;2.75;3.05;0.557;2.29;3.15;2.01;3.16;2.75;3.05;0.557;2.29;3.15;319000.0;116000.0;116000.0;625.0;1000.0;899.0;1500.0;363.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7119000;S/NVE;S/NVE;TURQUIA;1.85;2.91;2.26;2.02;0.44;2.01;2.54;1.85;2.91;2.26;2.02;0.44;2.01;2.54;247000.0;112000.0;112000.0;100.0;401.0;386.0;748.0;301.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7122000;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;2.08;2.9;2.53;2.65;0.311;2.33;2.72;2.08;2.9;2.53;2.65;0.311;2.33;2.72;194000.0;75500.0;75500.0;162.0;1410.0;1220.0;2800.0;1110.0;0.86;49.2;12.3;206.0;74.1;Quilograma"
"7122000;S/NVE;S/NVE;INDIA;1.11;3.55;1.96;2.0;0.408;1.84;2.08;1.11;3.55;1.96;2.0;0.408;1.84;2.08;1320000.0;675000.0;675000.0;1.0;2060.0;1970.0;8400.0;1950.0;0.0;36.2;17.8;185.0;45.7;Quilograma"
"7129010;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.09;3.07;2.17;2.29;0.708;1.76;2.86;1.09;3.07;2.17;2.29;0.708;1.76;2.86;459000.0;195000.0;195000.0;245.0;1780.0;2100.0;3130.0;1180.0;0.0;58.3;27.5;161.0;64.6;Quilograma"
"7129090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;0.416;8.81;2.56;2.2;1.18;1.9;3.13;0.416;8.81;2.56;2.2;1.18;1.9;3.13;3070000.0;1380000.0;1380000.0;13.1;1670.0;1740.0;5530.0;1180.0;0.0;52.7;45.0;280.0;55.7;Quilograma"
"7129090;S/NVE;S/NVE;EGITO;0.628;5.78;2.82;2.1;1.8;2.1;3.54;0.628;5.78;2.82;2.1;1.8;2.1;3.54;257000.0;103000.0;103000.0;18.9;664.0;692.0;1510.0;536.0;0.0;50.7;32.7;300.0;90.1;Quilograma"
"7131090;S/NVE;S/NVE;ARGENTINA;0.2;0.8;0.602;0.6;0.169;0.53;0.765;0.2;0.8;0.602;0.6;0.169;0.53;0.765;945000.0;1600000.0;1600000.0;100.0;1170.0;1170.0;2600.0;687.0;0.0;2.86;0.0;14.0;5.71;Quilograma"
"7132090;S/NVE;S/NVE;ARGENTINA;0.5;1.25;0.846;0.848;0.268;0.58;1.13;0.5;1.25;0.846;0.848;0.268;0.58;1.13;738000.0;849000.0;849000.0;7.14;1030.0;1070.0;2400.0;766.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7132090;S/NVE;S/NVE;MEXICO;1.46;2.03;1.8;1.85;0.241;1.74;1.91;1.46;2.03;1.8;1.85;0.241;1.74;1.91;218000.0;120000.0;120000.0;800.0;1310.0;1470.0;1490.0;340.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7133319;S/NVE;S/NVE;ARGENTINA;0.5;1.3;0.614;0.5;0.263;0.5;0.5;0.5;1.3;0.614;0.5;0.263;0.5;0.5;521000.0;718000.0;718000.0;100.0;680.0;200.0;2520.0;746.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7133329;S/NVE;S/NVE;ARGENTINA;0.55;1.39;0.781;0.6;0.313;0.551;1.0;0.55;1.39;0.781;0.6;0.313;0.551;1.0;562000.0;673000.0;673000.0;50.0;1080.0;410.0;3600.0;1070.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"7134090;S/NVE;S/NVE;CANADA;1.25;1.42;1.32;1.31;0.0684;1.29;1.34;1.25;1.42;1.32;1.31;0.0684;1.29;1.34;364000.0;276000.0;276000.0;1330.0;3950.0;3390.0;7710.0;3120.0;0.0;63.1;26.3;200.0;94.5;Quilograma"
"8011100;S/NVE;S/NVE;FILIPINAS;1.4;2.88;2.22;2.45;0.5;2.01;2.45;1.4;2.88;2.22;2.45;0.5;2.01;2.45;617000.0;304000.0;304000.0;435.0;3900.0;3700.0;6730.0;1520.0;0.0;65.8;81.7;97.2;33.9;Quilograma"
"8011100;S/NVE;S/NVE;INDONESIA;0.449;0.901;0.73;0.714;0.144;0.65;0.856;0.449;0.901;0.73;0.714;0.144;0.65;0.856;271000.0;368000.0;368000.0;800.0;3980.0;5000.0;7810.0;2180.0;0.0;27.6;25.4;61.8;26.8;Quilograma"
"8021200;S/NVE;S/NVE;ESTADOS UNIDOS;3.68;5.14;4.51;4.54;0.323;4.39;4.65;3.68;5.14;4.51;4.54;0.323;4.39;4.65;1660000.0;370000.0;370000.0;297.0;1950.0;2110.0;2530.0;676.0;0.0;92.5;32.5;430.0;133.0;Quilograma"
"8022200;S/NVE;S/NVE;TURQUIA;7.13;9.46;9.03;9.36;0.703;9.1;9.39;7.13;9.46;9.03;9.36;0.703;9.1;9.39;4790000.0;530000.0;530000.0;478.0;1680.0;1940.0;1970.0;474.0;0.0;356.0;437.0;441.0;157.0;Quilograma"
"8023200;S/NVE;S/NVE;CHILE;3.26;9.0;5.36;4.04;2.43;3.4;7.35;3.26;9.0;5.36;4.04;2.43;3.4;7.35;752000.0;186000.0;186000.0;120.0;1390.0;1640.0;2500.0;811.0;0.0;155.0;171.0;403.0;142.0;Quilograma"
"8041020;S/NVE;S/NVE;TUNISIA;0.825;4.69;2.56;2.24;1.34;1.65;3.31;0.825;4.69;2.56;2.24;1.34;1.65;3.31;237000.0;132000.0;132000.0;1.94;1100.0;1430.0;1970.0;783.0;0.0;21.0;0.0;106.0;37.3;Quilograma"
"8051000;S/NVE;S/NVE;EGITO;0.372;1.08;0.66;0.611;0.16;0.563;0.757;0.372;1.08;0.66;0.611;0.16;0.563;0.757;2700000.0;4200000.0;4200000.0;164.0;1060.0;767.0;4350.0;720.0;0.0;40.7;0.0;599.0;93.0;Quilograma"
"8051000;S/NVE;S/NVE;ESPANHA;0.781;1.38;1.13;1.17;0.131;1.04;1.21;0.781;1.38;1.13;1.17;0.131;1.04;1.21;865000.0;759000.0;759000.0;69.9;837.0;724.0;1650.0;449.0;0.0;31.7;10.2;124.0;38.7;Quilograma"
"8052100;S/NVE;S/NVE;EGITO;0.814;1.51;1.07;1.06;0.168;0.927;1.19;0.814;1.51;1.07;1.06;0.168;0.927;1.19;1730000.0;1610000.0;1610000.0;66.5;929.0;637.0;5980.0;813.0;0.0;47.9;2.7;300.0;90.1;Quilograma"
"8052100;S/NVE;S/NVE;ESPANHA;0.784;2.07;1.23;1.12;0.313;0.997;1.46;0.784;2.07;1.23;1.12;0.313;0.997;1.46;1640000.0;1440000.0;1440000.0;33.5;1000.0;1020.0;1870.0;522.0;0.0;38.5;26.0;130.0;38.9;Quilograma"
"8052200;S/NVE;S/NVE;EGITO;1.05;1.24;1.17;1.22;0.0895;1.1;1.24;1.05;1.24;1.17;1.22;0.0895;1.1;1.24;53900.0;48600.0;48600.0;197.0;486.0;197.0;1280.0;474.0;0.41;1.13;0.42;2.33;0.985;Quilograma"
"8054000;S/NVE;S/NVE;EGITO;0.594;1.07;0.868;0.907;0.198;0.726;1.02;0.594;1.07;0.868;0.907;0.198;0.726;1.02;42600.0;57000.0;57000.0;39.6;203.0;82.0;450.0;186.0;0.0;5.33;3.12;18.1;6.84;Quilograma"
"8055000;S/NVE;S/NVE;EGITO;0.874;1.01;0.937;0.942;0.0439;0.902;0.972;0.874;1.01;0.937;0.942;0.0439;0.902;0.972;156000.0;171000.0;171000.0;47.0;526.0;230.0;1500.0;597.0;0.0;24.6;17.5;124.0;30.9;Quilograma"
"8055000;S/NVE;S/NVE;ESPANHA;0.897;1.23;1.01;1.02;0.1;0.916;1.06;0.897;1.23;1.01;1.02;0.1;0.916;1.06;109000.0;101000.0;101000.0;72.3;352.0;188.0;1520.0;374.0;0.0;15.5;5.77;93.0;28.0;Quilograma"
"8061000;S/NVE;S/NVE;ARGENTINA;1.56;2.5;1.82;1.7;0.278;1.64;1.84;1.56;2.5;1.82;1.7;0.278;1.64;1.84;938000.0;514000.0;514000.0;1270.0;2700.0;2980.0;3540.0;661.0;0.0;8.14;0.0;152.0;30.5;Quilograma"
"8061000;S/NVE;S/NVE;CHILE;1.15;2.6;2.13;2.19;0.261;2.07;2.25;1.15;2.6;2.13;2.19;0.261;2.07;2.25;2570000.0;1210000.0;1210000.0;268.0;2870.0;3000.0;4800.0;841.0;0.0;23.6;0.0;121.0;29.7;Quilograma"
"8062000;S/NVE;S/NVE;ARGENTINA;1.55;7.1;2.1;1.83;0.858;1.75;2.05;1.55;7.1;2.1;1.83;0.858;1.75;2.05;2460000.0;1280000.0;1280000.0;156.0;1740.0;1710.0;4090.0;790.0;0.0;64.2;10.4;315.0;77.8;Quilograma"
"8062000;S/NVE;S/NVE;CHILE;1.39;5.8;2.34;1.42;1.93;1.4;1.72;1.39;5.8;2.34;1.42;1.93;1.4;1.72;138000.0;84000.0;84000.0;500.0;1580.0;1670.0;2700.0;856.0;0.0;15.5;0.0;77.0;34.3;Quilograma"
"8062000;S/NVE;S/NVE;IRA, REPUBLICA ISLAMICA DO;0.851;2.86;2.32;2.79;0.984;2.3;2.81;0.851;2.86;2.32;2.79;0.984;2.3;2.81;170000.0;62000.0;62000.0;344.0;437.0;374.0;657.0;147.0;0.0;23.3;18.5;56.3;28.0;Quilograma"
"8081000;S/NVE;S/NVE;ARGENTINA;0.619;2.3;1.18;1.09;0.375;0.944;1.31;0.619;2.3;1.18;1.09;0.375;0.944;1.31;2410000.0;2000000.0;2000000.0;193.0;2090.0;2000.0;3860.0;1050.0;0.0;7.78;0.0;156.0;25.2;Quilograma"
"8081000;S/NVE;S/NVE;CHILE;0.736;1.46;1.16;1.16;0.12;1.11;1.23;0.736;1.46;1.16;1.16;0.12;1.11;1.23;3710000.0;3180000.0;3180000.0;473.0;2980.0;3030.0;5010.0;758.0;0.0;29.4;23.5;259.0;48.6;Quilograma"
"8081000;S/NVE;S/NVE;ITALIA;0.869;1.58;1.27;1.24;0.149;1.18;1.38;0.869;1.58;1.27;1.24;0.149;1.18;1.38;2510000.0;1990000.0;1990000.0;82.9;1530.0;1720.0;3280.0;663.0;0.0;146.0;176.0;454.0;125.0;Quilograma"
"8081000;S/NVE;S/NVE;PORTUGAL;0.906;1.39;1.17;1.16;0.149;1.06;1.32;0.906;1.39;1.17;1.16;0.149;1.06;1.32;401000.0;335000.0;335000.0;270.0;1040.0;1130.0;1750.0;398.0;0.0;106.0;49.4;294.0;111.0;Quilograma"
"8083000;S/NVE;S/NVE;ARGENTINA;0.53;1.61;0.897;0.9;0.175;0.777;1.01;0.53;1.61;0.897;0.9;0.175;0.777;1.01;13200000.0;15000000.0;15000000.0;298.0;2720.0;2540.0;14100.0;1340.0;0.0;10.4;0.0;264.0;27.9;Quilograma"
"8083000;S/NVE;S/NVE;CHILE;0.845;1.5;1.17;1.1;0.185;1.04;1.25;0.845;1.5;1.17;1.1;0.185;1.04;1.25;452000.0;396000.0;396000.0;453.0;2200.0;2620.0;3230.0;941.0;0.0;14.1;9.47;82.7;18.1;Quilograma"
"8083000;S/NVE;S/NVE;PORTUGAL;0.999;2.25;1.74;1.77;0.225;1.64;1.9;0.999;2.25;1.74;1.77;0.225;1.64;1.9;3010000.0;1680000.0;1680000.0;62.8;998.0;1000.0;2700.0;484.0;0.0;28.0;0.715;375.0;70.4;Quilograma"
"8093010;S/NVE;S/NVE;ARGENTINA;0.499;1.85;1.32;1.33;0.249;1.19;1.5;0.499;1.85;1.32;1.33;0.249;1.19;1.5;1700000.0;1270000.0;1270000.0;188.0;1890.0;1950.0;3400.0;872.0;0.0;5.84;0.0;84.6;15.3;Quilograma"
"8093010;S/NVE;S/NVE;CHILE;0.833;2.07;1.41;1.44;0.191;1.32;1.5;0.833;2.07;1.41;1.44;0.191;1.32;1.5;1530000.0;1130000.0;1130000.0;8.62;1350.0;1190.0;3760.0;953.0;0.0;11.2;5.94;101.0;15.8;Quilograma"
"8093020;S/NVE;S/NVE;ARGENTINA;0.498;1.5;1.28;1.33;0.204;1.19;1.35;0.498;1.5;1.28;1.33;0.204;1.19;1.35;278000.0;225000.0;225000.0;106.0;630.0;531.0;1750.0;400.0;0.0;4.95;0.0;84.6;14.3;Quilograma"
"8093020;S/NVE;S/NVE;CHILE;0.821;2.07;1.23;1.2;0.217;1.11;1.32;0.821;2.07;1.23;1.2;0.217;1.11;1.32;1100000.0;900000.0;900000.0;87.5;1110.0;770.0;4000.0;947.0;0.0;11.4;2.51;241.0;31.5;Quilograma"
"8094000;S/NVE;S/NVE;ARGENTINA;0.498;1.8;1.47;1.53;0.325;1.43;1.68;0.498;1.8;1.47;1.53;0.325;1.43;1.68;555000.0;414000.0;414000.0;129.0;1190.0;791.0;3730.0;1000.0;0.0;8.8;0.0;159.0;28.3;Quilograma"
"8094000;S/NVE;S/NVE;CHILE;0.877;2.2;1.46;1.44;0.216;1.33;1.62;0.877;2.2;1.46;1.44;0.216;1.33;1.62;8570000.0;5870000.0;5870000.0;168.0;2440.0;2610.0;6430.0;1100.0;0.0;25.5;13.6;433.0;51.2;Quilograma"
"8104000;S/NVE;S/NVE;CHILE;2.69;6.91;6.1;6.68;1.51;6.5;6.72;2.69;6.91;6.1;6.68;1.51;6.5;6.72;524000.0;84000.0;84000.0;1160.0;2530.0;2640.0;3440.0;851.0;0.0;59.8;0.0;246.0;91.8;Quilograma"
"8104000;S/NVE;S/NVE;PERU;5.0;7.5;6.72;6.88;0.61;6.5;7.09;5.0;7.5;6.72;6.88;0.61;6.5;7.09;648000.0;101000.0;101000.0;694.0;5620.0;6230.0;18300.0;4480.0;0.0;43.9;0.0;241.0;80.1;Quilograma"
"8105000;S/NVE;S/NVE;FRANCA;2.16;3.43;2.8;2.69;0.405;2.63;2.91;2.16;3.43;2.8;2.69;0.405;2.63;2.91;214000.0;77000.0;77000.0;111.0;909.0;703.0;3320.0;886.0;0.0;79.7;54.0;369.0;104.0;Quilograma"
"8105000;S/NVE;S/NVE;GRECIA;1.69;3.35;2.23;2.25;0.214;2.14;2.31;1.69;3.35;2.23;2.25;0.214;2.14;2.31;4620000.0;2050000.0;2050000.0;433.0;1450.0;1320.0;4210.0;955.0;0.0;92.1;4.99;557.0;149.0;Quilograma"
"8105000;S/NVE;S/NVE;ITALIA;1.26;6.57;2.4;2.29;1.13;1.49;2.51;1.26;6.57;2.4;2.29;1.13;1.49;2.51;1480000.0;665000.0;665000.0;40.1;1560.0;1760.0;2500.0;590.0;0.0;276.0;259.0;641.0;209.0;Quilograma"
"8105000;S/NVE;S/NVE;PORTUGAL;1.75;4.92;2.57;2.07;1.16;1.75;2.43;1.75;4.92;2.57;2.07;1.16;1.75;2.43;469000.0;149000.0;149000.0;442.0;1190.0;545.0;2720.0;889.0;0.0;219.0;54.4;882.0;337.0;Quilograma"
"8109016;S/NVE;S/NVE;COLOMBIA;2.65;4.75;3.85;3.85;0.589;3.41;4.33;2.65;4.75;3.85;3.85;0.589;3.41;4.33;21200.0;5620.0;5620.0;66.9;590.0;548.0;1180.0;300.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"8109090;S/NVE;S/NVE;COLOMBIA;3.3;6.66;5.04;4.91;0.814;4.53;5.74;3.3;6.66;5.04;4.91;0.814;4.53;5.74;68200.0;13900.0;13900.0;44.6;965.0;876.0;1730.0;448.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"8109090;S/NVE;S/NVE;PERU;2.62;3.5;2.82;2.72;0.297;2.62;2.87;2.62;3.5;2.82;2.72;0.297;2.62;2.87;435000.0;155000.0;155000.0;4800.0;5360.0;5100.0;6880.0;706.0;20.0;45.6;32.6;100.0;26.3;Quilograma"
"8111000;S/NVE;S/NVE;CHILE;1.34;2.75;1.97;1.9;0.585;1.68;2.19;1.34;2.75;1.97;1.9;0.585;1.68;2.19;126000.0;71900.0;71900.0;499.0;2350.0;2930.0;3080.0;1240.0;50.0;86.0;75.6;143.0;40.5;Quilograma"
"8111000;S/NVE;S/NVE;EGITO;0.333;1.16;0.698;0.65;0.179;0.6;0.753;0.333;1.16;0.698;0.65;0.179;0.6;0.753;1300000.0;1980000.0;1980000.0;900.0;2940.0;2200.0;10600.0;1960.0;0.0;39.3;0.0;208.0;68.7;Quilograma"
"8131000;S/NVE;S/NVE;TURQUIA;5.42;8.08;5.99;5.77;0.798;5.62;5.88;5.42;8.08;5.99;5.77;0.798;5.62;5.88;1030000.0;176000.0;176000.0;250.0;467.0;486.0;662.0;166.0;0.0;56.6;0.0;156.0;68.2;Quilograma"
"8132010;S/NVE;S/NVE;ARGENTINA;1.5;2.6;2.0;2.05;0.379;1.77;2.1;1.5;2.6;2.0;2.05;0.379;1.77;2.1;106000.0;47600.0;47600.0;44.8;487.0;423.0;963.0;313.0;0.0;9.72;5.29;30.7;12.4;Quilograma"
"8132020;S/NVE;S/NVE;ARGENTINA;1.9;5.74;2.84;2.51;1.12;2.22;2.76;1.9;5.74;2.84;2.51;1.12;2.22;2.76;796000.0;322000.0;322000.0;137.0;1290.0;1120.0;2800.0;847.0;0.0;41.2;0.125;172.0;60.2;Quilograma"
"8134090;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;2.66;3.73;3.42;3.6;0.432;3.5;3.63;2.66;3.73;3.42;3.6;0.432;3.5;3.63;79800.0;23800.0;23800.0;118.0;424.0;170.0;1220.0;469.0;12.3;16.0;14.8;24.7;5.07;Quilograma"
"9012100;S/NVE;S/NVE;ITALIA;14.1;23.1;20.5;22.0;3.62;21.1;22.2;14.1;23.1;20.5;22.0;3.62;21.1;22.2;445000.0;20700.0;20700.0;584.0;1170.0;1000.0;2000.0;585.0;0.0;172.0;7.69;713.0;308.0;Quilograma"
"9021000;S/NVE;S/NVE;JAPAO;0.766;114.0;21.6;9.97;37.7;7.2;12.3;0.766;114.0;21.6;9.97;37.7;7.2;12.3;24700.0;2780.0;2780.0;2.21;87.7;33.8;396.0;134.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"9042200;S/NVE;S/NVE;CHINA, REPUBLICA POPULAR;1.3;5.87;2.57;2.39;1.16;1.61;2.96;1.3;5.87;2.57;2.39;1.16;1.61;2.96;463000.0;230000.0;230000.0;28.4;946.0;467.0;2690.0;1010.0;0.0;32.5;16.1;162.0;39.0;Quilograma"
"9042200;S/NVE;S/NVE;ESPANHA;3.05;9.58;7.04;7.76;2.82;6.19;8.61;3.05;9.58;7.04;7.76;2.82;6.19;8.61;81200.0;10300.0;10300.0;129.0;312.0;218.0;682.0;254.0;0.0;104.0;1.13;417.0;208.0;Quilograma"
"9061900;S/NVE;S/NVE;VIETNA;0.643;4.31;2.66;1.98;1.5;1.62;4.14;0.643;4.31;2.66;1.98;1.5;1.62;4.14;462000.0;189000.0;189000.0;1710.0;2280.0;2300.0;2910.0;381.0;15.3;51.0;34.1;150.0;48.4;Quilograma"
"9092100;S/NVE;S/NVE;ARGENTINA;0.585;1.3;0.834;0.747;0.258;0.705;0.815;0.585;1.3;0.834;0.747;0.258;0.705;0.815;203000.0;231000.0;231000.0;200.0;1040.0;962.0;2550.0;827.0;0.0;32.1;0.0;126.0;51.9;Quilograma"
"9093100;S/NVE;S/NVE;INDIA;0.585;4.29;2.76;2.98;1.07;2.65;3.16;0.585;4.29;2.76;2.98;1.07;2.65;3.16;929000.0;332000.0;332000.0;850.0;2490.0;2700.0;3930.0;1010.0;0.0;57.9;60.0;104.0;39.1;Quilograma"
"9096110;S/NVE;S/NVE;EGITO;1.77;3.73;2.9;3.03;0.73;2.72;3.24;1.77;3.73;2.9;3.03;0.73;2.72;3.24;211000.0;69000.0;69000.0;81.3;416.0;459.0;683.0;264.0;0.0;136.0;169.0;219.0;84.2;Quilograma"
"9096190;S/NVE;S/NVE;EGITO;1.62;2.31;1.82;1.76;0.279;1.64;1.79;1.62;2.31;1.82;1.76;0.279;1.64;1.79;169000.0;89200.0;89200.0;81.3;1470.0;812.0;3900.0;1640.0;40.9;112.0;150.0;160.0;56.9;Quilograma"
"9103000;S/NVE;S/NVE;INDIA;0.819;165.0;14.0;1.36;45.5;0.952;2.25;0.819;165.0;14.0;1.36;45.5;0.952;2.25;385000.0;273000.0;273000.0;673.0;1970.0;1900.0;3360.0;962.0;0.0;43.6;25.0;105.0;39.1;Quilograma"
"9109900;S/NVE;S/NVE;EGITO;0.723;1.82;1.18;1.1;0.377;0.914;1.48;0.723;1.82;1.18;1.1;0.377;0.914;1.48;44800.0;36400.0;36400.0;24.2;157.0;81.3;550.0;167.0;0.0;89.7;45.1;235.0;88.4;Quilograma"
"9109900;S/NVE;S/NVE;TURQUIA;2.37;3.49;2.92;2.94;0.453;2.56;3.28;2.37;3.49;2.92;2.94;0.453;2.56;3.28;368000.0;125000.0;125000.0;560.0;1070.0;1280.0;1800.0;489.0;0.0;21.5;0.0;86.4;32.3;Quilograma"
"10019900;S/NVE;S/NVE;ARGENTINA;0.215;0.295;0.254;0.258;0.0203;0.238;0.274;0.215;0.295;0.254;0.258;0.0203;0.238;0.274;94300000.0;379000000.0;379000000.0;3170.0;126000.0;79500.0;593000.0;132000.0;0.0;3140.0;314.0;65900.0;12400.0;Quilograma"
"10019900;S/NVE;S/NVE;PARAGUAI;0.215;0.248;0.237;0.24;0.0103;0.233;0.245;0.215;0.248;0.237;0.24;0.0103;0.233;0.245;1750000.0;7390000.0;7390000.0;1950.0;9000.0;7300.0;21000.0;6900.0;0.0;45.1;0.0;250.0;91.4;Quilograma"
"10019900;S/NVE;S/NVE;URUGUAI;0.218;0.233;0.224;0.223;0.00512;0.22;0.228;0.218;0.233;0.224;0.223;0.00512;0.22;0.228;28800000.0;125000000.0;125000000.0;3360.0;112000.0;9540.0;535000.0;160000.0;0.0;772.0;0.0;9170.0;1890.0;Quilograma"
"10059010;S/NVE;S/NVE;ARGENTINA;0.204;0.5;0.278;0.204;0.147;0.204;0.278;0.204;0.5;0.278;0.204;0.147;0.204;0.278;6780000.0;33000000.0;33000000.0;4450.0;213000.0;240000.0;368000.0;155000.0;0.0;13.2;0.0;52.9;26.4;Quilograma"
"10059010;S/NVE;S/NVE;PARAGUAI;0.147;0.215;0.171;0.172;0.0126;0.166;0.176;0.147;0.215;0.171;0.172;0.0126;0.166;0.176;12000000.0;69900000.0;69900000.0;2130.0;20000.0;17000.0;100000.0;16000.0;0.0;483.0;31.4;5380.0;1160.0;Quilograma"
"10062020;S/NVE;S/NVE;PARAGUAI;0.35;0.682;0.547;0.55;0.0959;0.51;0.62;0.35;0.682;0.547;0.55;0.0959;0.51;0.62;15800000.0;30400000.0;30400000.0;316.0;19800.0;19300.0;60400.0;13200.0;0.0;42.8;0.0;309.0;97.4;Quilograma"
"10063011;S/NVE;S/NVE;PARAGUAI;0.62;0.71;0.682;0.7;0.0419;0.679;0.702;0.62;0.71;0.682;0.7;0.0419;0.679;0.702;612000.0;909000.0;909000.0;1220.0;7510.0;6980.0;14800.0;7160.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"10063021;S/NVE;S/NVE;ARGENTINA;0.645;1.42;1.04;1.16;0.307;0.748;1.31;0.645;1.42;1.04;1.16;0.307;0.748;1.31;1260000.0;1330000.0;1330000.0;400.0;2880.0;2290.0;6880.0;1870.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"10063021;S/NVE;S/NVE;CHILE;0.996;1.16;1.1;1.12;0.0749;1.07;1.15;0.996;1.16;1.1;1.12;0.0749;1.07;1.15;322000.0;295000.0;295000.0;4500.0;6060.0;5660.0;8420.0;1710.0;0.0;93.5;93.1;187.0;108.0;Quilograma"
"10063021;S/NVE;S/NVE;ITALIA;1.39;2.51;1.81;1.72;0.334;1.64;1.8;1.39;2.51;1.81;1.72;0.334;1.64;1.8;410000.0;237000.0;237000.0;42.1;647.0;697.0;1770.0;438.0;0.0;38.6;0.0;300.0;86.9;Quilograma"
"10063021;S/NVE;S/NVE;PARAGUAI;0.26;0.7;0.589;0.62;0.102;0.58;0.66;0.26;0.7;0.589;0.62;0.102;0.58;0.66;15300000.0;25300000.0;25300000.0;850.0;12300.0;9350.0;48900.0;9130.0;0.0;20.1;0.0;1220.0;157.0;Quilograma"
"10063021;S/NVE;S/NVE;URUGUAI;0.334;1.35;0.88;0.924;0.213;0.771;0.988;0.334;1.35;0.88;0.924;0.213;0.771;0.988;2960000.0;3800000.0;3800000.0;250.0;1330.0;750.0;6660.0;1530.0;0.0;19.8;0.0;208.0;54.5;Quilograma"
"10063029;S/NVE;S/NVE;PARAGUAI;0.25;0.905;0.727;0.903;0.258;0.537;0.905;0.25;0.905;0.727;0.903;0.258;0.537;0.905;1250000.0;1660000.0;1660000.0;13.7;3840.0;2260.0;16200.0;5080.0;0.0;0.0;0.0;0.0;0.0;Quilograma"
"10083090;S/NVE;S/NVE;ARGENTINA;0.37;1.98;0.547;0.4;0.326;0.4;0.417;0.37;1.98;0.547;0.4;0.326;0.4;0.417;1730000.0;2810000.0;2810000.0;250.0;1060.0;1200.0;3220.0;759.0;0.0;3.33;0.0;26.8;7.33;Quilograma"
